"name";"url"
"canadian punk";"https://embed.spotify.com/?uri=spotify:playlist:5OcvKHhsBhDH7rSq7ZrhUK"
"polish viral pop";"https://embed.spotify.com/?uri=spotify:playlist:5b0iTcDchorEjIxvQHZqvY"
"musica sonorense";"https://embed.spotify.com/?uri=spotify:playlist:0c2IQc7M4bF374vgumpl6t"
"brill building pop";"https://embed.spotify.com/?uri=spotify:playlist:1afcjkK4GbaOpct5MpecCQ"
"modern blues";"https://embed.spotify.com/?uri=spotify:playlist:73Jxzf17MpBz7xI7iker8R"
"rawstyle";"https://embed.spotify.com/?uri=spotify:playlist:1EICh4qNolTgW5VnUDpXg7"
"afroswing";"https://embed.spotify.com/?uri=spotify:playlist:5cxxxlEnpCUjwB3YdHMYEd"
"oakland hip hop";"https://embed.spotify.com/?uri=spotify:playlist:4Uewmd4GsCYQXttOgHS0Bi"
"hard rock brasileiro";"https://embed.spotify.com/?uri=spotify:playlist:67CFxN2tAcaedpUbwrQu7f"
"grupero romantico";"https://embed.spotify.com/?uri=spotify:playlist:3Zg3EpfSWqezkcQdxse8sk"
"phonk";"https://embed.spotify.com/?uri=spotify:playlist:3qxSuTNp8RQ3QAnsQkMan4"
"modern power pop";"https://embed.spotify.com/?uri=spotify:playlist:0h0nzdXjZTmo4k32f24pVt"
"rap calme";"https://embed.spotify.com/?uri=spotify:playlist:6fCJ2iyUhivh8ghIqBQ9Nr"
"rock urbano mexicano";"https://embed.spotify.com/?uri=spotify:playlist:0qvqjbdnqFkCeR3F361ppB"
"british blues";"https://embed.spotify.com/?uri=spotify:playlist:5gYoPWpfoYkFxdS7a15WBO"
"hardcore punk";"https://embed.spotify.com/?uri=spotify:playlist:4H6GLDvB0kzoCyavxb1Z4B"
"anime lo-fi";"https://embed.spotify.com/?uri=spotify:playlist:73KqelVOge5J7pIo7b87SV"
"hungarian pop";"https://embed.spotify.com/?uri=spotify:playlist:1wwnwY4WnbBfQ77U3r4ccj"
"russian alt pop";"https://embed.spotify.com/?uri=spotify:playlist:3NPyEuRqag5aATW5ckpX0J"
"rap belge";"https://embed.spotify.com/?uri=spotify:playlist:7J5CvtYwIKDFhE2wlBkPUu"
"chicago indie";"https://embed.spotify.com/?uri=spotify:playlist:0DsF1mb3M7yhJM6MUXR6fL"
"lo-fi sleep";"https://embed.spotify.com/?uri=spotify:playlist:2A63BXH1J4xWU5mMSMhZAO"
"german cloud rap";"https://embed.spotify.com/?uri=spotify:playlist:1rL1br6e5ksgcTIkgRLEiF"
"cumbia peruana";"https://embed.spotify.com/?uri=spotify:playlist:10h6jCdDn1SWi4cL7zRMnT"
"indie game soundtrack";"https://embed.spotify.com/?uri=spotify:playlist:74xxbuuHJujl204kaRgsLk"
"spanish new wave";"https://embed.spotify.com/?uri=spotify:playlist:1pujdlFcV8pY03jkhbkmvN"
"stomp and flutter";"https://embed.spotify.com/?uri=spotify:playlist:2fdUlsRORMQ1sM1SEPjDlE"
"bossbeat";"https://embed.spotify.com/?uri=spotify:playlist:4fLlQp5Kscoo3483KIB0zB"
"minimal techno";"https://embed.spotify.com/?uri=spotify:playlist:68uxlFAvnITCyQs0U8qr6n"
"alternative country";"https://embed.spotify.com/?uri=spotify:playlist:5BmMjQp8OwPGdg7OOINCHm"
"gothic symphonic metal";"https://embed.spotify.com/?uri=spotify:playlist:61BVo2kYujeavfw38gf5rm"
"banda jalisciense";"https://embed.spotify.com/?uri=spotify:playlist:6Q0lnbcxTFNpDJSNGkRHbL"
"minnesota hip hop";"https://embed.spotify.com/?uri=spotify:playlist:3ZPBThiaZ0jSMPerPHpMwd"
"latin talent show";"https://embed.spotify.com/?uri=spotify:playlist:1L1Hmf2PkeZbiiQbgD93hC"
"frauenrap";"https://embed.spotify.com/?uri=spotify:playlist:4OnbZkownuQYWGsJ3pvWxf"
"early modern classical";"https://embed.spotify.com/?uri=spotify:playlist:4PVpbcs9oa63FhDWREEJMt"
"asmr";"https://embed.spotify.com/?uri=spotify:playlist:5fuOMOhKpRjdcuquIHWW15"
"acoustic cover";"https://embed.spotify.com/?uri=spotify:playlist:4RwmETtdwq1lIekmQ0auFL"
"afrofuturismo brasileiro";"https://embed.spotify.com/?uri=spotify:playlist:7GcKmMlvh7g2yx3AgRwZLA"
"zolo";"https://embed.spotify.com/?uri=spotify:playlist:1HDK9LHAXjMQEbEhh9Lbfa"
"nu disco";"https://embed.spotify.com/?uri=spotify:playlist:0SSA0QK7yBpyZngyAYsp6w"
"indonesian pop punk";"https://embed.spotify.com/?uri=spotify:playlist:63XcNlx6B8Ilew6hsGPr82"
"afro r&b";"https://embed.spotify.com/?uri=spotify:playlist:5Cu4Lk5ihrwbaack2h4bIT"
"hi-nrg";"https://embed.spotify.com/?uri=spotify:playlist:3Bf2Oreyh9819D3Mgf3tnK"
"lo-fi chill";"https://embed.spotify.com/?uri=spotify:playlist:12bxvDyycP9jNYaYKK57DO"
"anadolu rock";"https://embed.spotify.com/?uri=spotify:playlist:1VT5zGqqy4CSw6zArZoZgF"
"duranguense";"https://embed.spotify.com/?uri=spotify:playlist:4WRxxd7MJ2doyQgJ7QHjKa"
"dubstep";"https://embed.spotify.com/?uri=spotify:playlist:0ZYFF9tPuPq2YNMRNhQZJt"
"trancecore";"https://embed.spotify.com/?uri=spotify:playlist:3GL4HNVOg9IqD5jxVpSRp7"
"dutch trance";"https://embed.spotify.com/?uri=spotify:playlist:2BPocNoK7QF8mRuTdRd2Ph"
"christian hip hop";"https://embed.spotify.com/?uri=spotify:playlist:19MzV9T4UTnjZdQEWL3xFe"
"jazz rap";"https://embed.spotify.com/?uri=spotify:playlist:7nhthR622V6o8iiPhvPgXK"
"persian pop";"https://embed.spotify.com/?uri=spotify:playlist:37jBmq9ayLUSajI8ogTdGa"
"rock gospel brasileiro";"https://embed.spotify.com/?uri=spotify:playlist:0oa0FjnSdQjWzBIhl4GEqy"
"pop electronico";"https://embed.spotify.com/?uri=spotify:playlist:5Kp6a88KudsUrg1FosSUdr"
"finnish dance pop";"https://embed.spotify.com/?uri=spotify:playlist:18sKpIGOaFlR5256AqCh2E"
"supergroup";"https://embed.spotify.com/?uri=spotify:playlist:1s2jrVIrwTByHfgArNRd4F"
"deep groove house";"https://embed.spotify.com/?uri=spotify:playlist:7FAkb5HaFNBqFFVVGFvMTE"
"classic hardstyle";"https://embed.spotify.com/?uri=spotify:playlist:6JyqZHLr7ACv0AVqpYrXfj"
"modern hard rock";"https://embed.spotify.com/?uri=spotify:playlist:2derYIaJKEEwMLCcEOYEcI"
"ocean";"https://embed.spotify.com/?uri=spotify:playlist:6wjgSakJqeH5n4Mc72Oc5P"
"haryanvi pop";"https://embed.spotify.com/?uri=spotify:playlist:6k5RyzytYMPoNFFZX6hSsL"
"belgian pop";"https://embed.spotify.com/?uri=spotify:playlist:08m9824rPzzzSV8kUNqaJ7"
"contemporary post-bop";"https://embed.spotify.com/?uri=spotify:playlist:7MrgQuUqYHmEOQSYBWPSii"
"vietnamese melodic rap";"https://embed.spotify.com/?uri=spotify:playlist:5r7iScQieYhKk1vit2T1SC"
"hip hop tuga";"https://embed.spotify.com/?uri=spotify:playlist:0x84YFPn4ct9Wvaix9icxJ"
"gospel";"https://embed.spotify.com/?uri=spotify:playlist:6MCouSvvoujYQJyV5ifPox"
"shiver pop";"https://embed.spotify.com/?uri=spotify:playlist:1FcWxTM72potsWHiPQKmZC"
"jazz trumpet";"https://embed.spotify.com/?uri=spotify:playlist:1KauhpfXtTbEgYVi4d5rsD"
"american metalcore";"https://embed.spotify.com/?uri=spotify:playlist:2omkyD8BvE3JD7yxK2PEv0"
"canadian electronic";"https://embed.spotify.com/?uri=spotify:playlist:0x6JnrpfyrnhzXzMZXSGe7"
"water";"https://embed.spotify.com/?uri=spotify:playlist:51WjrD4DXN7XvmPciUip71"
"barnmusik";"https://embed.spotify.com/?uri=spotify:playlist:7LkQdN3mSOphnFoJpsKeUJ"
"northern soul";"https://embed.spotify.com/?uri=spotify:playlist:5aqkOAOy9lUITs0XUJfJJa"
"argentine telepop";"https://embed.spotify.com/?uri=spotify:playlist:1CoY8DjYLjdcrwLVlL9Vri"
"deathcore";"https://embed.spotify.com/?uri=spotify:playlist:3AnaNnUtgFvsTdx1OGr80h"
"pakistani pop";"https://embed.spotify.com/?uri=spotify:playlist:6LCUot3Rae69MN9sZzBr3s"
"visual kei";"https://embed.spotify.com/?uri=spotify:playlist:2zxjp4qMAoiRr8xY1Uq1SW"
"stoner metal";"https://embed.spotify.com/?uri=spotify:playlist:6C7kz6eR1Sf12ZBrzl7aD8"
"ukrainian pop";"https://embed.spotify.com/?uri=spotify:playlist:6S0frS33YQdbRp0JH93cut"
"doo-wop";"https://embed.spotify.com/?uri=spotify:playlist:1IhmjinFqRJffCiNI1NBPt"
"colombian hip hop";"https://embed.spotify.com/?uri=spotify:playlist:2X85h61mR38FQRhtCTrpkT"
"traprun";"https://embed.spotify.com/?uri=spotify:playlist:0cD79tL7mj2p4xTSrk1se3"
"melodic dubstep";"https://embed.spotify.com/?uri=spotify:playlist:0lLw4zuyAnF3H6LoeSngXb"
"seattle hip hop";"https://embed.spotify.com/?uri=spotify:playlist:2JPri9wt0WCXMikD73KDpD"
"detroit rock";"https://embed.spotify.com/?uri=spotify:playlist:3MuC7Uw1uy5rBppdjDF4OX"
"hindi indie";"https://embed.spotify.com/?uri=spotify:playlist:4Mx67aqgClMsDfdtN0mmVC"
"ambient worship";"https://embed.spotify.com/?uri=spotify:playlist:5W6bxdaey4mnoC1QVxg61t"
"piseiro";"https://embed.spotify.com/?uri=spotify:playlist:3r6u8ciy6JcrdCDXMwtC0v"
"ska mexicano";"https://embed.spotify.com/?uri=spotify:playlist:7qshObBpTeNY6nyMtcXXCw"
"big beat";"https://embed.spotify.com/?uri=spotify:playlist:370tEYE4lZui1vrufdq7xy"
"canadian country";"https://embed.spotify.com/?uri=spotify:playlist:72nKBOJxfLUr3iuUUMn2nV"
"pinoy trap";"https://embed.spotify.com/?uri=spotify:playlist:1FnSCQFzl8gXc0YGo3d1gf"
"vapor soul";"https://embed.spotify.com/?uri=spotify:playlist:5jpKrLqZrBe4Mm375dcaye"
"haryanvi hip hop";"https://embed.spotify.com/?uri=spotify:playlist:64LawbJ4rIfpIX7LBllzlN"
"taiwan singer-songwriter";"https://embed.spotify.com/?uri=spotify:playlist:6f3URcUAIeraG7jHhVq3C7"
"hardwave";"https://embed.spotify.com/?uri=spotify:playlist:6nd7e40rgwELwkLr9n7jBE"
"australian indie folk";"https://embed.spotify.com/?uri=spotify:playlist:2a4AkEFVA2nSuddrYs5Xfr"
"folklore argentino";"https://embed.spotify.com/?uri=spotify:playlist:4MEHK2ca0qSJhJJvLA0raB"
"partyschlager";"https://embed.spotify.com/?uri=spotify:playlist:4kO0iMQHG8HwbmkgBKIlOY"
"rock alternativo brasileiro";"https://embed.spotify.com/?uri=spotify:playlist:552Xx5pWGNMm6olPM01Dzz"
"diva house";"https://embed.spotify.com/?uri=spotify:playlist:0kAFZCbHemKb8RxZhDPZbv"
"london rap";"https://embed.spotify.com/?uri=spotify:playlist:2sAetSf2QJCdtJtEXi0MWR"
"argentine reggae";"https://embed.spotify.com/?uri=spotify:playlist:2vk7YBjoVhFTgGBxlKcRPF"
"future garage";"https://embed.spotify.com/?uri=spotify:playlist:62T9WUAB2E7Xw6PmHRSlaQ"
"milan indie";"https://embed.spotify.com/?uri=spotify:playlist:6wxQuk8s6miAo3QMUxtY4K"
"intelligent dance music";"https://embed.spotify.com/?uri=spotify:playlist:3P9lEX8RzKkD3hNVvnoMc5"
"drumless hip hop";"https://embed.spotify.com/?uri=spotify:playlist:1ri7gTMg2x0mXLA3X3RI5f"
"nwobhm";"https://embed.spotify.com/?uri=spotify:playlist:6uSkf3ARKkBhgf8bQE8NSN"
"charva";"https://embed.spotify.com/?uri=spotify:playlist:1uOliCs2FhdbQyrSljIbkm"
"cool jazz";"https://embed.spotify.com/?uri=spotify:playlist:3RtFvzIXD7ulUCXkWdIOWW"
"canadian pop punk";"https://embed.spotify.com/?uri=spotify:playlist:2n39wrdsYsdsEUrzMRYVdo"
"indonesian alternative rock";"https://embed.spotify.com/?uri=spotify:playlist:2opcyo5sS9GMhslQoYnrq8"
"indonesian folk pop";"https://embed.spotify.com/?uri=spotify:playlist:5YBynNTezyhp8SIwyKYFXc"
"melodic death metal";"https://embed.spotify.com/?uri=spotify:playlist:7lGaIZyXooFl0HIxvBxlNY"
"j-pop boy group";"https://embed.spotify.com/?uri=spotify:playlist:1ymgn7ot4hxSvd9Qrc96HY"
"japanese electropop";"https://embed.spotify.com/?uri=spotify:playlist:3QTAQ5biSQcxBD7dooJf4M"
"australian surf rock";"https://embed.spotify.com/?uri=spotify:playlist:4vMgNE1HNtqzmGr8Qmto06"
"j-acoustic";"https://embed.spotify.com/?uri=spotify:playlist:1gdSSexTkGJtAXzZ4xsK5J"
"progressive bluegrass";"https://embed.spotify.com/?uri=spotify:playlist:2ychGMsKkWCqjgkgNHommE"
"corridos clasicos";"https://embed.spotify.com/?uri=spotify:playlist:68OUiC8q9Gj6eaCNKYnPcP"
"rif";"https://embed.spotify.com/?uri=spotify:playlist:0HphLqHgdLI5FsTHX3wCj3"
"turkce slow sarkilar";"https://embed.spotify.com/?uri=spotify:playlist:6YId5TJbwalucavwCbkZvI"
"canadian contemporary country";"https://embed.spotify.com/?uri=spotify:playlist:1Q21zPND8PRlf6boARmyX5"
"chicago bop";"https://embed.spotify.com/?uri=spotify:playlist:4nLmlafgbNrN49aqbsnhkm"
"middle earth";"https://embed.spotify.com/?uri=spotify:playlist:5oCnQo5S6M9850XBP8LTqS"
"swedish synthpop";"https://embed.spotify.com/?uri=spotify:playlist:3VgX2GJWjSN7rW70g70ZCf"
"hawaiian hip hop";"https://embed.spotify.com/?uri=spotify:playlist:0CqFlDgsIr4aEcUAbxbIsu"
"neoperreo";"https://embed.spotify.com/?uri=spotify:playlist:2hx0DYh5UMtd4dmhi6YBup"
"boston rock";"https://embed.spotify.com/?uri=spotify:playlist:3nbCGvGDojsTWlcFKRBiBP"
"classic mandopop";"https://embed.spotify.com/?uri=spotify:playlist:1891EOiCVUivgiyS2L2XT9"
"soul jazz";"https://embed.spotify.com/?uri=spotify:playlist:51YToRmnFC3U4iPj6LgHgF"
"rave funk";"https://embed.spotify.com/?uri=spotify:playlist:0Bx8EytO6xZ0O04CG0yM1X"
"seattle indie";"https://embed.spotify.com/?uri=spotify:playlist:3QsEFfv09Vc3JMqf7MY8sN"
"vocal house";"https://embed.spotify.com/?uri=spotify:playlist:5r4gdnighI2ujQqfCwtHlU"
"russelater";"https://embed.spotify.com/?uri=spotify:playlist:2M8B32cPJrc5ez3oqdkFqC"
"cubaton";"https://embed.spotify.com/?uri=spotify:playlist:2aLVzwpdZekDdq6kh941ss"
"vapor twitch";"https://embed.spotify.com/?uri=spotify:playlist:4XyF8NB0VN7XR5rDHL2lMG"
"mainland chinese pop";"https://embed.spotify.com/?uri=spotify:playlist:7KmV0LJiGPgoQFKAOqgWxs"
"trap soul";"https://embed.spotify.com/?uri=spotify:playlist:2G0hc5WoKd28Zhwtpn48Mh"
"electronica argentina";"https://embed.spotify.com/?uri=spotify:playlist:128XwCk8V9NkrYS9kpaIOl"
"tropicalia";"https://embed.spotify.com/?uri=spotify:playlist:51yKz5fPHdl24jkxK0GXaC"
"manguebeat";"https://embed.spotify.com/?uri=spotify:playlist:1PMeCT6ELd8s6QQUjMTSAN"
"rock uruguayo";"https://embed.spotify.com/?uri=spotify:playlist:4AdwCO0lBUKuqN6RHmfydz"
"rap espanol";"https://embed.spotify.com/?uri=spotify:playlist:6PyV0jFaVWhEKdjscMtiAU"
"korean city pop";"https://embed.spotify.com/?uri=spotify:playlist:7nUK6pM5Viwp3Ah6Ybh0ED"
"jazz saxophone";"https://embed.spotify.com/?uri=spotify:playlist:4VrV2cOsoGbmH7IwsHfc7z"
"moroccan pop";"https://embed.spotify.com/?uri=spotify:playlist:1hpVVlVuXSAO50dZOEATah"
"impressionism";"https://embed.spotify.com/?uri=spotify:playlist:5fOqzWOlWWGZlPI6NTUmct"
"nu gaze";"https://embed.spotify.com/?uri=spotify:playlist:2gUFVgxO2AeWSFSmg2kQvl"
"chill drill";"https://embed.spotify.com/?uri=spotify:playlist:7EPz5p65YLw2YTfKhFGGZx"
"urdu hip hop";"https://embed.spotify.com/?uri=spotify:playlist:4dyCmfPRsW86vOMvDriX7n"
"traditional blues";"https://embed.spotify.com/?uri=spotify:playlist:4fPXonBYvsGcigbOEKFudk"
"dinner jazz";"https://embed.spotify.com/?uri=spotify:playlist:6KAn1uGwrupBX9KI6jOT5N"
"funk 150 bpm";"https://embed.spotify.com/?uri=spotify:playlist:1xeC9MJ6OC2ddKdtYQjxS4"
"jamaican dancehall";"https://embed.spotify.com/?uri=spotify:playlist:3hOKZkKbbvR05LZsde28i6"
"brighton indie";"https://embed.spotify.com/?uri=spotify:playlist:6kntHMhgGR82iUBGGodqW5"
"spacegrunge";"https://embed.spotify.com/?uri=spotify:playlist:6lH9sM7yidlEBoxOcm2zij"
"musica bajacaliforniana";"https://embed.spotify.com/?uri=spotify:playlist:6MYuVzOxz491LoYW4E7fP3"
"suomi rock";"https://embed.spotify.com/?uri=spotify:playlist:7aINHNJg40REiMEP6G2Zdq"
"comic metal";"https://embed.spotify.com/?uri=spotify:playlist:62KNLpt0asiJcAw8hihPJq"
"swedish idol pop";"https://embed.spotify.com/?uri=spotify:playlist:70jdWG9sLb0vAWuAXuiDbX"
"alte";"https://embed.spotify.com/?uri=spotify:playlist:6YZspl7VU1iH7IIVZtbBrZ"
"japanese r&b";"https://embed.spotify.com/?uri=spotify:playlist:7N35r1mrsCLe66LczBV7EQ"
"swedish alternative rock";"https://embed.spotify.com/?uri=spotify:playlist:42I35nX6LVqu5PqNj8824b"
"psychedelic hip hop";"https://embed.spotify.com/?uri=spotify:playlist:2IQajrWbgM5MH4kKFLe7AB"
"japanese chillhop";"https://embed.spotify.com/?uri=spotify:playlist:0LiL4uxTI4oq6hSvmCkVe0"
"roots worship";"https://embed.spotify.com/?uri=spotify:playlist:7iGdViGFlFJhmtjga5qhMx"
"experimental r&b";"https://embed.spotify.com/?uri=spotify:playlist:6iuMCyOY42ujcbBKUT3Fku"
"uplifting trance";"https://embed.spotify.com/?uri=spotify:playlist:2bV5j3UH5k9rMxJywzTYKu"
"new age";"https://embed.spotify.com/?uri=spotify:playlist:3hDWEELdaUjBONwNB2jMGV"
"p funk";"https://embed.spotify.com/?uri=spotify:playlist:379ACI33mdyLmxPbNSlRRr"
"scam rap";"https://embed.spotify.com/?uri=spotify:playlist:2zSN0pq9XyCP1Qi9mPoMlu"
"vallenato moderno";"https://embed.spotify.com/?uri=spotify:playlist:58RY7gj2eYkJEXUp9K0lH3"
"german indie";"https://embed.spotify.com/?uri=spotify:playlist:4bpLvrAQpvWAZ9lJDDYfbl"
"new age piano";"https://embed.spotify.com/?uri=spotify:playlist:3z3YJH7rEJWuaVqggQaHnI"
"float house";"https://embed.spotify.com/?uri=spotify:playlist:4CvNSwKn7f9ngVLlP2Jr0O"
"sky room";"https://embed.spotify.com/?uri=spotify:playlist:0eEspHigzRe4qFl1W4lfRN"
"swedish indie pop";"https://embed.spotify.com/?uri=spotify:playlist:1Z41nmNKq6E8nBQqRQheTZ"
"rock drums";"https://embed.spotify.com/?uri=spotify:playlist:3omUcNqpUCn8aaYgjlFyok"
"sound";"https://embed.spotify.com/?uri=spotify:playlist:0uhfs6RxB1VkLp17K35Ssh"
"levenslied";"https://embed.spotify.com/?uri=spotify:playlist:6ttzwuno3FKJSdGdtXM5IG"
"nueva cancion";"https://embed.spotify.com/?uri=spotify:playlist:4KQJeZBvV1unP9fIFwNtjP"
"russian rock";"https://embed.spotify.com/?uri=spotify:playlist:13FUMh8s4eHh9QaTaiRLfE"
"bhajan";"https://embed.spotify.com/?uri=spotify:playlist:2JehmMfZgnbSe7e68JfElE"
"experimental hip hop";"https://embed.spotify.com/?uri=spotify:playlist:3bjbpsbl2mzaqFJcyQNGjE"
"bolero mexicano";"https://embed.spotify.com/?uri=spotify:playlist:7skhVBoiTy8Po9UdfkJ4Gy"
"vancouver indie";"https://embed.spotify.com/?uri=spotify:playlist:2BsP4wBGZt4mpY435CfQGR"
"arabic hip hop";"https://embed.spotify.com/?uri=spotify:playlist:7zBydkoj9qpNmelxR9goHB"
"new jersey indie";"https://embed.spotify.com/?uri=spotify:playlist:1dP8vfs0Vt1uNk8VbPVwWJ"
"nashville hip hop";"https://embed.spotify.com/?uri=spotify:playlist:050BEWm6WfYObpajbe14v3"
"ska punk";"https://embed.spotify.com/?uri=spotify:playlist:3gCEWVVAL0dTb6g44qqvkN"
"rap cristiano";"https://embed.spotify.com/?uri=spotify:playlist:2HAQJtMJXSdgthjyE9TZOI"
"english indie rock";"https://embed.spotify.com/?uri=spotify:playlist:5HyQ5GsKMRx7eTPoZyD7pu"
"naija worship";"https://embed.spotify.com/?uri=spotify:playlist:7jRgv5rTQRklfPfRIQ9h6I"
"uk americana";"https://embed.spotify.com/?uri=spotify:playlist:1fy3ClO9H8sOTy5ij9H5DC"
"neo-singer-songwriter";"https://embed.spotify.com/?uri=spotify:playlist:0BhYpMRb8Y8Qu76nu7gFmh"
"modern j-rock";"https://embed.spotify.com/?uri=spotify:playlist:3EBtIGORBSFLiY8Ga7QmZB"
"south african pop";"https://embed.spotify.com/?uri=spotify:playlist:2gCb5sPRAaufQVrfBOLgdN"
"lo-fi product";"https://embed.spotify.com/?uri=spotify:playlist:2ucuFoIFqmKn5VK1tyngBZ"
"rap maroc";"https://embed.spotify.com/?uri=spotify:playlist:7sACzP5ou82z6sqpBA7bKu"
"ambient folk";"https://embed.spotify.com/?uri=spotify:playlist:7eKmP82luDpQR2hymWE1iJ"
"bass trap";"https://embed.spotify.com/?uri=spotify:playlist:28qL4DDUcphiGvSyJdW77W"
"classic kollywood";"https://embed.spotify.com/?uri=spotify:playlist:4PLYw6CiiaPAIwAyHWhqBz"
"jazz piano";"https://embed.spotify.com/?uri=spotify:playlist:5KudWqpwRKdH5CY6yQ1nwA"
"rebel blues";"https://embed.spotify.com/?uri=spotify:playlist:44fli7rZ73DG4LU9AVKl8W"
"toronto indie";"https://embed.spotify.com/?uri=spotify:playlist:1UPXWrG5mDHMbiBHSxmT7k"
"progressive trance";"https://embed.spotify.com/?uri=spotify:playlist:3LfgRDV6HceI9exDCtTJo3"
"tierra caliente";"https://embed.spotify.com/?uri=spotify:playlist:2XVUcZxcdc0hGXgaHL5iJW"
"muziek voor kinderen";"https://embed.spotify.com/?uri=spotify:playlist:07dKI0FazIH66pe9lpMKYA"
"dark pop";"https://embed.spotify.com/?uri=spotify:playlist:2QYND559WzeB2urcTaOG0j"
"odia pop";"https://embed.spotify.com/?uri=spotify:playlist:3QWL9assE9GwC3Tuxx9VDl"
"trap colombiano";"https://embed.spotify.com/?uri=spotify:playlist:17b7ZAhXeyNe2PWwgR3UBs"
"indie quebecois";"https://embed.spotify.com/?uri=spotify:playlist:2i2T2aO3SnyzstYOrLALW7"
"ambient";"https://embed.spotify.com/?uri=spotify:playlist:6CIyPj34GTpAkNwoWToLNT"
"funk viral";"https://embed.spotify.com/?uri=spotify:playlist:6lulrwh852gB3WirPe1e4p"
"medieval rock";"https://embed.spotify.com/?uri=spotify:playlist:3bJfKd60ASF6rRzlcTzF8T"
"teen pop";"https://embed.spotify.com/?uri=spotify:playlist:5VnHdgsAhzWNkd29Rv9ErH"
"folk brasileiro";"https://embed.spotify.com/?uri=spotify:playlist:7uLxM93RjHpW2dYdtjZVBa"
"lo-fi";"https://embed.spotify.com/?uri=spotify:playlist:3uzi1GRl4eTJYyQhGvDf7X"
"manele";"https://embed.spotify.com/?uri=spotify:playlist:66nTpHtBCHeUZpFhrpJN6F"
"instrumental rock";"https://embed.spotify.com/?uri=spotify:playlist:4GpNjPNQcTI39mXe6ht1ud"
"trap baiano";"https://embed.spotify.com/?uri=spotify:playlist:5HUyLYZf5C8WLIn8VXLtq7"
"british folk";"https://embed.spotify.com/?uri=spotify:playlist:1m7KQp2pFxqhVvXnde3nNe"
"rap baiano";"https://embed.spotify.com/?uri=spotify:playlist:1Wfx54pTW6GmYKD8IgnpTU"
"amapiano";"https://embed.spotify.com/?uri=spotify:playlist:7xgfzFRkpWzI55LljwwuhO"
"funk mandelao";"https://embed.spotify.com/?uri=spotify:playlist:1dXtLBMyIsFiuBlwoVmXg5"
"celtic";"https://embed.spotify.com/?uri=spotify:playlist:652MEBjQfhjqwfoKrlaUK6"
"tekk";"https://embed.spotify.com/?uri=spotify:playlist:7yNCersDJdYn5S4OgsNweg"
"turkish alternative";"https://embed.spotify.com/?uri=spotify:playlist:2atTNlZQfTUpZcmRzf9xRb"
"german hard rock";"https://embed.spotify.com/?uri=spotify:playlist:5M9OhWILZhUHrJZapQ7tSO"
"canadian latin";"https://embed.spotify.com/?uri=spotify:playlist:51DX7TssPZBQ3WEtBIQD56"
"bases de freestyle";"https://embed.spotify.com/?uri=spotify:playlist:75SDLCiU8CMpgeAJjsmZz5"
"minneapolis sound";"https://embed.spotify.com/?uri=spotify:playlist:15Sl0jYESB2NB7NMGx0Oge"
"bubblegum dance";"https://embed.spotify.com/?uri=spotify:playlist:2FYJ3kw41qQGBtIDhusO7L"
"funk das antigas";"https://embed.spotify.com/?uri=spotify:playlist:0igK9QIsRHR6PpMAoLRZJQ"
"jazz cover";"https://embed.spotify.com/?uri=spotify:playlist:29jWLNpz6Onym2WcQUSNRZ"
"british indie rock";"https://embed.spotify.com/?uri=spotify:playlist:0ARblR7ZK5o8QPd3dNnjqr"
"alabama rap";"https://embed.spotify.com/?uri=spotify:playlist:4E2D6vTTyXwvHzTygWJxEh"
"baltimore indie";"https://embed.spotify.com/?uri=spotify:playlist:1Nk6Z3vICkStGHNHIDLfcQ"
"women's music";"https://embed.spotify.com/?uri=spotify:playlist:3X4MhznRfBJnatWERZHW73"
"old school rap francais";"https://embed.spotify.com/?uri=spotify:playlist:5Bf10lAe8u4oiayBSDlqDM"
"antiviral pop";"https://embed.spotify.com/?uri=spotify:playlist:6vGBafdEMRFhPiatbPLfjw"
"shamanic";"https://embed.spotify.com/?uri=spotify:playlist:2gmlwXEHmmvxTG6JZN5uBQ"
"basshall";"https://embed.spotify.com/?uri=spotify:playlist:5rPMSk9umM8sDDck6ZMADh"
"czech rock";"https://embed.spotify.com/?uri=spotify:playlist:44Jnkh0V8VTCk1hMcCID8Y"
"a cappella";"https://embed.spotify.com/?uri=spotify:playlist:5K5Bo0zrf3aoNvvDpGWxdK"
"deep tropical house";"https://embed.spotify.com/?uri=spotify:playlist:49W2BLxvDqnN3hsFLAIoqc"
"nasheed";"https://embed.spotify.com/?uri=spotify:playlist:4w35rvp0TynUWuQH8yL52d"
"japanese soul";"https://embed.spotify.com/?uri=spotify:playlist:1lXBwSS3n1W9kkwXPjSHEK"
"german trap";"https://embed.spotify.com/?uri=spotify:playlist:4hvpHorF4NBbh4XHXdeXYR"
"rkt";"https://embed.spotify.com/?uri=spotify:playlist:3VrPTHyM5DuNHzEZUWzsnt"
"brazilian ccm";"https://embed.spotify.com/?uri=spotify:playlist:2UNqwQnjDTvppqW0gW3frK"
"zhongguo feng";"https://embed.spotify.com/?uri=spotify:playlist:7f7A3WaMDLcAHyTwxT5hK8"
"crank wave";"https://embed.spotify.com/?uri=spotify:playlist:5Tx66vHN6dPYSg0AfhrVoH"
"st louis rap";"https://embed.spotify.com/?uri=spotify:playlist:72Tt7drbZmRpxiyRFkrT7c"
"canzone d'autore";"https://embed.spotify.com/?uri=spotify:playlist:5gq8uMPUlfKETqFUxujLIP"
